,id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,from,from_id,reply_to_message_id,photo,photo_file_size,width,height,edited,edited_unixtime,reactions,inviter,members,file,file_name,file_size,thumbnail,thumbnail_file_size,mime_type,location_information,forwarded_from,media_type,sticker_emoji,duration_seconds,poll,via_bot,place_name,address,message_id
756,763,message,2023-02-22T11:04:09,1677060249,,,,,,[],олексеф,user545452527,,,,480.0,400.0,,,,,,(File not included. Change data exporting settings to download.),,573651.0,(File not included. Change data exporting settings to download.),10722.0,video/mp4,,,animation,,15.0,,,,,
757,764,message,2023-02-22T11:04:51,1677060291,,,,,,[],Andrei🗿 Андрей,user824231521,,,,720.0,1280.0,2023-02-22T11:24:04,1677061444,"[{'type': 'emoji', 'count': 1, 'emoji': '💋', 'recent': [{'from': '..', 'from_id': 'user739972205', 'date': '2023-02-22T11:24:04'}]}]",,,(File not included. Change data exporting settings to download.),,6422361.0,(File not included. Change data exporting settings to download.),16844.0,video/mp4,,,video_file,,15.0,,,,,
758,765,message,2023-04-21T21:00:54,1682103654,,,,,"Аренда комнаты 225-300 евро с июля.

В июле у меня в квартире съезжает сосед и освобождается комната, можете написать если ищите дешевое жилье в максимально удобном месте. Квартира: 3 комнаты, общая кухня и ванна/туалет. Сдается без мебели. Адрес: Hans-Krämer-Straße 11. Если что пишите
Инет,стиралка и комуналка включены в цену","[{'type': 'plain', 'text': 'Аренда комнаты 225-300 евро с июля.\n\nВ июле у меня в квартире съезжает сосед и освобождается комната, можете написать если ищите дешевое жилье в максимально удобном месте. Квартира: 3 комнаты, общая кухня и ванна/туалет. Сдается без мебели. Адрес: Hans-Krämer-Straße 11. Если что пишите\nИнет,стиралка и комуналка включены в цену'}]",Aza Natürlich,user1197228025,,(File not included. Change data exporting settings to download.),151403.0,591.0,1280.0,,,,,,,,,,,,,,,,,,,,,
760,767,message,2023-04-23T22:07:43,1682280463,,,,,"Всем привет) Я Паша, магистр Medientechnik)","[{'type': 'plain', 'text': 'Всем привет) Я Паша, магистр Medientechnik)'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
761,768,message,2023-04-23T22:14:42,1682280882,,,,,Да!? Ты на каком семестре ?,"[{'type': 'plain', 'text': 'Да!? Ты на каком семестре ?'}]",AD,user1535389395,767.0,,,,,,,,,,,,,,,,,,,,,,,,,
762,769,message,2023-04-23T22:34:07,1682282047,,,,,Приветики),"[{'type': 'plain', 'text': 'Приветики)'}]",MashUtka,user674536808,767.0,,,,,,,,,,,,,,,,,,,,,,,,,
763,770,message,2023-04-23T22:46:10,1682282770,,,,,1,"[{'type': 'plain', 'text': '1'}]",Pavel Levin,user974085988,768.0,,,,,,,,,,,,,,,,,,,,,,,,,
765,772,message,2023-04-29T17:11:28,1682781088,,,,,Кто-нибудь идёт сегодня / завтра на Frühlingsfest?,"[{'type': 'plain', 'text': 'Кто-нибудь идёт сегодня / завтра на Frühlingsfest?'}]",Pavel Levin,user974085988,,,,,,2023-04-29T17:12:03,1682781123,,,,,,,,,,,,,,,,,,,
766,773,message,2023-04-29T18:18:25,1682785105,,,,,"Я сам пойду к семи часам, буду рад компании)","[{'type': 'plain', 'text': 'Я сам пойду к семи часам, буду рад компании)'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
767,774,message,2023-05-08T09:08:14,1683529694,,,,,"['Ребята, всем доброе утро. Я хочу поучаствовать в ', {'type': 'bold', 'text': '""Taste the World""'}, ' - это когда разные команды готовят блюда национальной кухни, а затем в общем ""буфете"" народ пробует их, происходит культурный обмен, появляются новые знакомства.\n\n  Для участия нужна команда из 3-5 человек, THD может покрыть расходы на ингредиенты до 20 €.\n\nЕсли интересно, пишите в личку. Я сам люблю готовить и буду рад знакомству.\n\nМероприятие будет 19 июня :)']","[{'type': 'plain', 'text': 'Ребята, всем доброе утро. Я хочу поучаствовать в '}, {'type': 'bold', 'text': '""Taste the World""'}, {'type': 'plain', 'text': ' - это когда разные команды готовят блюда национальной кухни, а затем в общем ""буфете"" народ пробует их, происходит культурный обмен, появляются новые знакомства.\n\n  Для участия нужна команда из 3-5 человек, THD может покрыть расходы на ингредиенты до 20 €.\n\nЕсли интересно, пишите в личку. Я сам люблю готовить и буду рад знакомству.\n\nМероприятие будет 19 июня :)'}]",Pavel Levin,user974085988,,(File not included. Change data exporting settings to download.),63623.0,785.0,661.0,2023-05-08T09:08:47,1683529727,,,,,,,,,,,,,,,,,,,
768,775,message,2023-05-08T09:42:31,1683531751,,,,,у меня вроде экзы в вузе,"[{'type': 'plain', 'text': 'у меня вроде экзы в вузе'}]",Никита,user390136193,,,,,,,,,,,,,,,,,,,,,,,,,,
769,776,message,2023-05-08T09:42:46,1683531766,,,,,так что пас,"[{'type': 'plain', 'text': 'так что пас'}]",Никита,user390136193,,,,,,,,,,,,,,,,,,,,,,,,,,
770,777,message,2023-05-11T17:48:03,1683820083,,,,,"всем привет
я сдаю свою однокомнатную квартиру на Hauptstrasse 52, ERL Apartments. если кто-то заинтересован то свяжитесь со мной. я уезжаю из деггендорфа до следующего семестра, моя квартира свободна до конца августа/середины сентября","[{'type': 'plain', 'text': 'всем привет\nя сдаю свою однокомнатную квартиру на Hauptstrasse 52, ERL Apartments. если кто-то заинтересован то свяжитесь со мной. я уезжаю из деггендорфа до следующего семестра, моя квартира свободна до конца августа/середины сентября'}]",rashid,user5777335228,,,,,,,,,,,,,,,,,,,,,,,,,,
771,778,message,2023-05-13T13:50:31,1683978631,,,,,"Всем привет
Я в лесу","[{'type': 'plain', 'text': 'Всем привет\nЯ в лесу'}]",Andrei🗿 Андрей,user824231521,,,,,,2023-05-13T13:50:48,1683978648,"[{'type': 'emoji', 'count': 3, 'emoji': '👍', 'recent': [{'from': 'Анастасия', 'from_id': 'user458777069', 'date': '2023-05-13T15:50:23'}, {'from': 'Zholdas', 'from_id': 'user611321815', 'date': '2023-05-13T14:01:54'}]}, {'type': 'emoji', 'count': 2, 'emoji': '❤', 'recent': [{'from': 'Sergei B.', 'from_id': 'user343314168', 'date': '2023-05-13T14:03:13'}]}]",,,,,,,,,,,,,,,,,,
772,779,message,2023-05-13T13:51:45,1683978705,,,,,,[],Andrei🗿 Андрей,user824231521,,(File not included. Change data exporting settings to download.),352209.0,720.0,1280.0,2023-05-13T13:57:12,1683979032,"[{'type': 'emoji', 'count': 2, 'emoji': '👍', 'recent': [{'from': 'Анастасия', 'from_id': 'user458777069', 'date': '2023-05-13T15:50:24'}, {'from': 'МЖ', 'from_id': 'user3160908', 'date': '2023-05-13T13:59:51'}]}, {'type': 'emoji', 'count': 2, 'emoji': '🤯', 'recent': [{'from': 'Pavel Levin', 'from_id': 'user974085988', 'date': '2023-05-16T13:17:10'}]}]",,,,,,,,,,,,,,,,,,
773,780,message,2023-05-25T13:41:45,1685014905,,,,,"Ребята, кто-ни будь знает Мишу Айзинова?","[{'type': 'plain', 'text': 'Ребята, кто-ни будь знает Мишу Айзинова?'}]",Pavel Levin,user974085988,,,,,,2023-05-25T13:49:05,1685015345,,,,,,,,,,,,,,,,,,,
774,781,message,2023-05-25T13:45:12,1685015112,,,,,Нет,"[{'type': 'plain', 'text': 'Нет'}]",Влда Черный,user441013218,,,,,,,,,,,,,,,,,,,,,,,,,,
775,782,message,2023-05-25T17:45:42,1685029542,,,,,,[],Viktoriia,user649122242,,,,464.0,848.0,2023-05-25T18:03:20,1685030600,"[{'type': 'emoji', 'count': 2, 'emoji': '❤', 'recent': [{'from': 'Viktoriia', 'from_id': 'user649122242', 'date': '2023-05-25T19:01:03'}, {'from': 'Анастасия', 'from_id': 'user458777069', 'date': '2023-05-25T18:03:20'}]}]",,,(File not included. Change data exporting settings to download.),IMG_8480.MOV,493267.0,(File not included. Change data exporting settings to download.),10346.0,video/mp4,,,video_file,,5.0,,,,,
776,783,message,2023-05-25T20:10:33,1685038233,,,,,инсту его знаб,"[{'type': 'plain', 'text': 'инсту его знаб'}]",Aza Natürlich,user1197228025,780.0,,,,,,,,,,,,,,,,,,,,,,,,,
777,784,message,2023-05-25T20:11:00,1685038260,,,,,mitre_pic,"[{'type': 'plain', 'text': 'mitre_pic'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
778,785,message,2023-06-03T12:29:42,1685788182,,,,,"Ребята, привет. Вопрос - вы сколько ждали Termin после отправки документов в Ausländeramt?","[{'type': 'plain', 'text': 'Ребята, привет. Вопрос - вы сколько ждали Termin после отправки документов в Ausländeramt?'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
779,786,message,2023-06-03T12:41:19,1685788879,,,,,"неделю, в октябре отправлял","[{'type': 'plain', 'text': 'неделю, в октябре отправлял'}]",МЖ,user3160908,,,,,,2023-06-03T16:36:17,1685802977,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Pavel Levin', 'from_id': 'user974085988', 'date': '2023-06-03T16:36:17'}]}]",,,,,,,,,,,,,,,,,,
780,787,message,2023-06-03T12:57:11,1685789831,,,,,за 4 недели до конца визы,"[{'type': 'plain', 'text': 'за 4 недели до конца визы'}]",Aza Natürlich,user1197228025,785.0,,,,,2023-06-03T16:36:15,1685802975,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Pavel Levin', 'from_id': 'user974085988', 'date': '2023-06-03T16:36:15'}]}]",,,,,,,,,,,,,,,,,,
781,788,message,2023-06-03T16:36:12,1685802972,,,,,Спасибо,"[{'type': 'plain', 'text': 'Спасибо'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
784,791,message,2023-07-02T16:26:59,1688308019,,,,,Ку гайс,"[{'type': 'plain', 'text': 'Ку гайс'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
785,792,message,2023-07-02T16:31:05,1688308265,,,,,Опа,"[{'type': 'plain', 'text': 'Опа'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
786,793,message,2023-07-02T16:31:11,1688308271,,,,,,[],Andrei🗿 Андрей,user824231521,,(File not included. Change data exporting settings to download.),116024.0,960.0,1280.0,2023-07-02T16:31:22,1688308282,"[{'type': 'emoji', 'count': 4, 'emoji': '🍌', 'recent': [{'from': 'Sergei B.', 'from_id': 'user343314168', 'date': '2023-07-02T16:34:38'}, {'from': 'МЖ', 'from_id': 'user3160908', 'date': '2023-07-02T16:33:36'}, {'from': 'Misha', 'from_id': 'user259287359', 'date': '2023-07-02T16:31:25'}]}]",,,,,,,,,,,,,,,,,,
787,794,message,2023-07-02T16:31:21,1688308281,,,,,Кулити,"[{'type': 'plain', 'text': 'Кулити'}]",олексеф,user545452527,,,,,,,,,,,,,,,,,,,,,,,,,,
788,795,message,2023-07-02T16:34:43,1688308483,,,,,Ты кто?,"[{'type': 'plain', 'text': 'Ты кто?'}]",Влда Черный,user441013218,791.0,,,,,,,,,,,,,,,,,,,,,,,,,
789,796,message,2023-07-02T16:34:53,1688308493,,,,,Ноунейм,"[{'type': 'plain', 'text': 'Ноунейм'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
790,797,message,2023-07-02T16:34:57,1688308497,,,,,Но походу я к вам,"[{'type': 'plain', 'text': 'Но походу я к вам'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
791,798,message,2023-07-02T16:34:57,1688308497,,,,,Это без негатива было сказано,"[{'type': 'plain', 'text': 'Это без негатива было сказано'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
792,799,message,2023-07-02T16:35:00,1688308500,,,,,Интересно кто ты,"[{'type': 'plain', 'text': 'Интересно кто ты'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
793,800,message,2023-07-02T16:35:11,1688308511,,,,,типа вот,"[{'type': 'plain', 'text': 'типа вот'}]",Misha,user259287359,,,,1382.0,1158.0,2023-07-02T16:35:36,1688308536,,,,(File not included. Change data exporting settings to download.),image_2023-07-02_17-35-11.png,98391.0,(File not included. Change data exporting settings to download.),15609.0,image/png,,,,,,,,,,
794,801,message,2023-07-02T16:35:30,1688308530,,,,,"Остальные уники, которые меня приняли на голову хуже","[{'type': 'plain', 'text': 'Остальные уники, которые меня приняли на голову хуже'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
795,802,message,2023-07-02T16:35:34,1688308534,,,,,"Так что, ждите","[{'type': 'plain', 'text': 'Так что, ждите'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
796,803,message,2023-07-02T16:35:39,1688308539,,,,,Ахахахах,"[{'type': 'plain', 'text': 'Ахахахах'}]",koller,user788517334,801.0,,,,,2023-07-02T16:35:46,1688308546,"[{'type': 'emoji', 'count': 4, 'emoji': '🤣', 'recent': [{'from': 'Aza Natürlich', 'from_id': 'user1197228025', 'date': '2023-07-02T16:57:17'}, {'from': 'Zholdas', 'from_id': 'user611321815', 'date': '2023-07-02T16:36:35'}, {'from': 'олексеф', 'from_id': 'user545452527', 'date': '2023-07-02T16:35:49'}]}]",,,,,,,,,,,,,,,,,,
797,804,message,2023-07-02T16:35:42,1688308542,,,,,со мной будешь нихуя не делать,"[{'type': 'plain', 'text': 'со мной будешь нихуя не делать'}]",Никита,user390136193,,,,,,,,,,,,,,,,,,,,,,,,,,
798,805,message,2023-07-02T16:35:56,1688308556,,,,,удачи с ионеску,"[{'type': 'plain', 'text': 'удачи с ионеску'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
799,806,message,2023-07-02T16:35:58,1688308558,,,,,Так у тебя же есть имя,"[{'type': 'plain', 'text': 'Так у тебя же есть имя'}]",Sergei B.,user343314168,796.0,,,,,,,,,,,,,,,,,,,,,,,,,
800,807,message,2023-07-02T16:36:02,1688308562,,,,,Почему ноунейм,"[{'type': 'plain', 'text': 'Почему ноунейм'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
801,808,message,2023-07-02T16:36:12,1688308572,,,,,Ионеску?,"[{'type': 'plain', 'text': 'Ионеску?'}]",Misha,user259287359,805.0,,,,,,,,,,,,,,,,,,,,,,,,,
802,809,message,2023-07-02T16:36:14,1688308574,,,,,До слез,"[{'type': 'plain', 'text': 'До слез'}]",koller,user788517334,,,,,,,,,,,,,,,,,,,,,,,,,,
803,810,message,2023-07-02T16:36:24,1688308584,,,,,профессор тут один,"[{'type': 'plain', 'text': 'профессор тут один'}]",МЖ,user3160908,808.0,,,,,,,,,,,,,,,,,,,,,,,,,
804,811,message,2023-07-02T16:36:37,1688308597,,,,,и его друг Андрей Вöльфель,"[{'type': 'plain', 'text': 'и его друг Андрей Вöльфель'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
805,812,message,2023-07-02T16:36:46,1688308606,,,,,Это состояние после лекций Вафеля,"[{'type': 'plain', 'text': 'Это состояние после лекций Вафеля'}]",Andrei🗿 Андрей,user824231521,,(File not included. Change data exporting settings to download.),147036.0,957.0,1280.0,,,,,,,,,,,,,,,,,,,,,
806,813,message,2023-07-02T16:36:47,1688308607,,,,,Солнцезащитные очки обязательно надень на первую пару,"[{'type': 'plain', 'text': 'Солнцезащитные очки обязательно надень на первую пару'}]",koller,user788517334,,,,,,,,,,,,,,,,,,,,,,,,,,
807,814,message,2023-07-02T16:37:10,1688308630,,,,,"Так, даже интересно","[{'type': 'plain', 'text': 'Так, даже интересно'}]",Misha,user259287359,803.0,,,,,,,,,,,,,,,,,,,,,,,,,
808,815,message,2023-07-02T16:37:16,1688308636,,,,,"А че, так плохо?","[{'type': 'plain', 'text': 'А че, так плохо?'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
809,816,message,2023-07-02T16:37:26,1688308646,,,,,Да чо рассказывать,"[{'type': 'plain', 'text': 'Да чо рассказывать'}]",koller,user788517334,,,,,,,,,,,,,,,,,,,,,,,,,,
810,817,message,2023-07-02T16:37:26,1688308646,,,,,ну вот узнаешь,"[{'type': 'plain', 'text': 'ну вот узнаешь'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
811,818,message,2023-07-02T16:37:34,1688308654,,,,,Сам все поймешь,"[{'type': 'plain', 'text': 'Сам все поймешь'}]",koller,user788517334,,,,,,,,,,,,,,,,,,,,,,,,,,
812,819,message,2023-07-02T16:37:39,1688308659,,,,,,[],Misha,user259287359,,,,512.0,512.0,,,,,,(File not included. Change data exporting settings to download.),sticker.webp,30338.0,(File not included. Change data exporting settings to download.),13440.0,image/webp,,,sticker,😐,,,,,,
813,820,message,2023-07-02T16:38:19,1688308699,,,,,Ладно ионеску,"[{'type': 'plain', 'text': 'Ладно ионеску'}]",koller,user788517334,,,,,,,,,,,,,,,,,,,,,,,,,,
814,821,message,2023-07-02T16:38:23,1688308703,,,,,Вольф сука,"[{'type': 'plain', 'text': 'Вольф сука'}]",koller,user788517334,,,,,,,,,,,,,,,,,,,,,,,,,,
815,822,message,2023-07-02T16:38:38,1688308718,,,,,Волчара епта,"[{'type': 'plain', 'text': 'Волчара епта'}]",koller,user788517334,,,,,,,,,,,,,,,,,,,,,,,,,,
816,823,message,2023-07-02T16:38:39,1688308719,,,,,Да нормально все,"[{'type': 'plain', 'text': 'Да нормально все'}]",Sergei B.,user343314168,815.0,,,,,,,,,,,,,,,,,,,,,,,,,
817,824,message,2023-07-02T16:38:40,1688308720,,,,,"вольфл мой любимый преподаватель, всё по полочкам, никого не валит","[{'type': 'plain', 'text': 'вольфл мой любимый преподаватель, всё по полочкам, никого не валит'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
818,825,message,2023-07-02T16:38:45,1688308725,,,,,Не раскачивайте лодку,"[{'type': 'plain', 'text': 'Не раскачивайте лодку'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
819,826,message,2023-07-02T16:39:10,1688308750,,,,,Наконец-то полностью правдивое утверждение,"[{'type': 'plain', 'text': 'Наконец-то полностью правдивое утверждение'}]",Sergei B.,user343314168,824.0,,,,,,,,,,,,,,,,,,,,,,,,,
820,827,message,2023-07-02T16:39:20,1688308760,,,,,"Не, ну а в целом. Что там и как? Ощущения от вуза расскажете?","[{'type': 'plain', 'text': 'Не, ну а в целом. Что там и как? Ощущения от вуза расскажете?'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
821,828,message,2023-07-02T16:39:39,1688308779,,,,,"Вольф вообще бест стример, вы чего","[{'type': 'plain', 'text': 'Вольф вообще бест стример, вы чего'}]",MashUtka,user674536808,,,,,,2023-07-02T16:39:44,1688308784,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': 'МЖ', 'from_id': 'user3160908', 'date': '2023-07-02T16:39:44'}]}, {'type': 'emoji', 'count': 1, 'emoji': '🤣', 'recent': [{'from': 'Никита', 'from_id': 'user938135661', 'date': '2023-07-02T16:43:01'}]}]",,,,,,,,,,,,,,,,,,
822,829,message,2023-07-02T16:40:13,1688308813,,,,,Одной картинкой могу описать,"[{'type': 'plain', 'text': 'Одной картинкой могу описать'}]",Andrei🗿 Андрей,user824231521,827.0,(File not included. Change data exporting settings to download.),22656.0,460.0,309.0,,,,,,,,,,,,,,,,,,,,,
823,830,message,2023-07-02T16:40:26,1688308826,,,,,Ну с этим я знаком,"[{'type': 'plain', 'text': 'Ну с этим я знаком'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
824,831,message,2023-07-02T16:40:53,1688308853,,,,,"это не снг вуз, тут списки вопросов не дают","[{'type': 'plain', 'text': 'это не снг вуз, тут списки вопросов не дают'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
825,832,message,2023-07-02T16:41:16,1688308876,,,,,"не знаю где до этого учился, но тут не так как у тебя","[{'type': 'plain', 'text': 'не знаю где до этого учился, но тут не так как у тебя'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
826,833,message,2023-07-02T16:41:17,1688308877,,,,,"В моем снг вузе, списков тоже нет","[{'type': 'plain', 'text': 'В моем снг вузе, списков тоже нет'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
827,834,message,2023-07-02T16:41:30,1688308890,,,,,программа же есть,"[{'type': 'plain', 'text': 'программа же есть'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
828,835,message,2023-07-02T16:41:38,1688308898,,,,,Но на этом все,"[{'type': 'plain', 'text': 'Но на этом все'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
829,836,message,2023-07-02T16:41:50,1688308910,,,,,В каком вузе,"[{'type': 'plain', 'text': 'В каком вузе'}]",Sergei B.,user343314168,833.0,,,,,,,,,,,,,,,,,,,,,,,,,
830,837,message,2023-07-02T16:41:56,1688308916,,,,,НИУ МЭИ,"[{'type': 'plain', 'text': 'НИУ МЭИ'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
831,838,message,2023-07-02T16:42:00,1688308920,,,,,пожалуйста только не вшэ,"[{'type': 'plain', 'text': 'пожалуйста только не вшэ'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
832,839,message,2023-07-02T16:42:01,1688308921,,,,,,[],олексеф,user545452527,,,,84.0,46.0,,,,,,(File not included. Change data exporting settings to download.),coroca-leonardo-dicaprio.mp4,125019.0,,,video/mp4,,,animation,,29.0,,,,,
833,840,message,2023-07-02T16:42:07,1688308927,,,,,Нормальный мэи,"[{'type': 'plain', 'text': 'Нормальный мэи'}]",Sergei B.,user343314168,837.0,,,,,,,,,,,,,,,,,,,,,,,,,
834,841,message,2023-07-02T16:42:10,1688308930,,,,,"о, бауманка-мини, понял","[{'type': 'plain', 'text': 'о, бауманка-мини, понял'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
835,842,message,2023-07-02T16:42:12,1688308932,,,,,Или экономический,"[{'type': 'plain', 'text': 'Или экономический'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
836,843,message,2023-07-02T16:42:12,1688308932,,,,,Я не настолько аут,"[{'type': 'plain', 'text': 'Я не настолько аут'}]",Misha,user259287359,838.0,,,,,,,,,,,,,,,,,,,,,,,,,
837,844,message,2023-07-02T16:42:17,1688308937,,,,,Нормальный,"[{'type': 'plain', 'text': 'Нормальный'}]",Misha,user259287359,840.0,,,,,,,,,,,,,,,,,,,,,,,,,
838,845,message,2023-07-02T16:42:21,1688308941,,,,,Тот что этиловый,"[{'type': 'plain', 'text': 'Тот что этиловый'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
839,846,message,2023-07-02T16:42:28,1688308948,,,,,Или энергетический,"[{'type': 'plain', 'text': 'Или энергетический'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
840,847,message,2023-07-02T16:42:29,1688308949,,,,,Пожалуйста вшэ,"[{'type': 'plain', 'text': 'Пожалуйста вшэ'}]",Sergei B.,user343314168,838.0,,,,,2023-07-02T16:43:49,1688309029,"[{'type': 'emoji', 'count': 1, 'emoji': '👎', 'recent': [{'from': 'МЖ', 'from_id': 'user3160908', 'date': '2023-07-02T16:43:49'}]}]",,,,,,,,,,,,,,,,,,
841,848,message,2023-07-02T16:44:02,1688309042,,,,,Бауманская элита ставит дизлайк,"[{'type': 'plain', 'text': 'Бауманская элита ставит дизлайк'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
842,849,message,2023-07-02T16:44:19,1688309059,,,,,на то и элита,"[{'type': 'plain', 'text': 'на то и элита'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
843,850,message,2023-07-02T16:44:43,1688309083,,,,,"Не, ну в целом","[{'type': 'plain', 'text': 'Не, ну в целом'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
844,851,message,2023-07-02T16:44:52,1688309092,,,,,Сессии как я понял закрываются,"[{'type': 'plain', 'text': 'Сессии как я понял закрываются'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
845,852,message,2023-07-02T16:45:02,1688309102,,,,,С попаболью конечно,"[{'type': 'plain', 'text': 'С попаболью конечно'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
846,853,message,2023-07-02T16:45:10,1688309110,,,,,Но закрыть можно,"[{'type': 'plain', 'text': 'Но закрыть можно'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
847,854,message,2023-07-02T16:45:12,1688309112,,,,,"да, но похоже, что у твоего потока уже не будет зум экзаменов","[{'type': 'plain', 'text': 'да, но похоже, что у твоего потока уже не будет зум экзаменов'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
848,855,message,2023-07-02T16:45:21,1688309121,,,,,Я переживу,"[{'type': 'plain', 'text': 'Я переживу'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
849,856,message,2023-07-02T16:45:37,1688309137,,,,,Один ток вопрос,"[{'type': 'plain', 'text': 'Один ток вопрос'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
850,857,message,2023-07-02T16:45:39,1688309139,,,,,"intro to ai он переживёт, ага","[{'type': 'plain', 'text': 'intro to ai он переживёт, ага'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
851,858,message,2023-07-02T16:45:47,1688309147,,,,,Какой язык вы хоть юзаете?,"[{'type': 'plain', 'text': 'Какой язык вы хоть юзаете?'}]",Misha,user259287359,,,,,,,,,,,,,,,,,,,,,,,,,,
852,859,message,2023-07-02T16:45:54,1688309154,,,,,Украинский,"[{'type': 'plain', 'text': 'Украинский'}]",олексеф,user545452527,,,,,,2023-07-02T16:46:34,1688309194,"[{'type': 'emoji', 'count': 4, 'emoji': '❤', 'recent': [{'from': 'Анастасия', 'from_id': 'user458777069', 'date': '2023-07-02T17:23:37'}, {'from': 'Aza Natürlich', 'from_id': 'user1197228025', 'date': '2023-07-02T16:59:02'}, {'from': 'Sergei B.', 'from_id': 'user343314168', 'date': '2023-07-02T16:49:54'}]}]",,,,,,,,,,,,,,,,,,
853,860,message,2023-07-02T16:45:55,1688309155,,,,,clingo,"[{'type': 'plain', 'text': 'clingo'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
854,861,message,2023-07-02T16:46:02,1688309162,,,,,,[],Temir,user404658286,,,,512.0,512.0,2023-07-02T17:56:02,1688313362,"[{'type': 'emoji', 'count': 1, 'emoji': '🐳', 'recent': [{'from': 'alina', 'from_id': 'user481369631', 'date': '2023-07-02T17:56:02'}]}]",,,(File not included. Change data exporting settings to download.),sticker.webp,34154.0,(File not included. Change data exporting settings to download.),21618.0,image/webp,,,sticker,🇰🇿,,,,,,
855,862,message,2023-07-02T16:46:03,1688309163,,,,,иногда bnfc,"[{'type': 'plain', 'text': 'иногда bnfc'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
856,863,message,2023-07-02T16:46:29,1688309189,,,,,,[],Andrei🗿 Андрей,user824231521,859.0,,,512.0,512.0,,,,,,(File not included. Change data exporting settings to download.),sticker.webm,259689.0,(File not included. Change data exporting settings to download.),28608.0,video/webm,,,sticker,💀,3.0,,,,,
